,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
9,regulation of apoptotic process (GO:0042981),0.5900808347006009,1.5205803400449986,0.0,0.2135179831932773,0.761,24/67,15.78%,PTMA;NPM1;PA2G4;ANKRD1;MTDH;SOX4;ACTN1;ACTN4;HMGB1;CCAR1;NME2;HMGA2;TOP2A;CITED2;ANP32B;C1QBP;CTNNB1;ATF4;BCLAF1;ANXA5;GSK3B;SOX9;ZBTB7A;MAGED1
0,nucleosome organization (GO:0034728),0.6607880128550577,1.6388103712509279,0.001002004008016032,0.41191260504201677,0.283,18/35,21.99%,SET;NPM1;SMARCA5;NAP1L1;HMGA1;HMGB2;BRD2;ATRX;ANP32B;SMARCA4;SMARCC1;BPTF;SOX9;SMARCD1;ANP32E;ARID2;CTCF;NASP
1,chromatin assembly (GO:0031497),0.6794145990197366,1.629914643877476,0.00202020202020202,0.242272268907563,0.323,8/22,8.45%,NPM1;SMARCA5;NAP1L1;HMGB2;BRD2;ATRX;HMGA2;ANP32B
2,positive regulation of apoptotic process (GO:0043065),0.668953207994139,1.6109040376335708,0.004036326942482341,0.20794621848739492,0.385,11/25,11.30%,ANKRD1;SOX4;HMGB1;CCAR1;HMGA2;TOP2A;MYBBP1A;C1QBP;CTNNB1;ATF4;BCLAF1
3,positive regulation of programmed cell death (GO:0043068),0.6723021937271351,1.5941545680056466,0.005065856129685917,0.20197647058823529,0.445,10/22,11.30%,ANKRD1;SOX4;HMGB1;CCAR1;HMGA2;TOP2A;C1QBP;CTNNB1;ATF4;BCLAF1
23,negative regulation of apoptotic process (GO:0043066),0.5513860516410107,1.4060759592343663,0.009009009009009009,0.28265098039215686,0.978,22/50,26.83%,PTMA;SET;NPM1;PA2G4;MTDH;NME2;HMGA2;CITED2;CTNNB1;SFPQ;ANXA5;GSK3B;SOX9;IRAK1;SIX1;SQSTM1;GPX1;CDK1;MED1;NFKB1;NR4A2;HDAC2
8,"positive regulation of gene expression, epigenetic (GO:0045815)",0.6403712334273268,1.5209980756120312,0.009183673469387756,0.2363577964519141,0.761,6/23,7.58%,ACTB;SF3B1;SMARCA5;DEK;HMGA1;MYBBP1A
4,regulation of translation (GO:0006417),0.6572873149141982,1.558028387814989,0.010183299389002037,0.2694346218487395,0.608,14/20,27.83%,NCL;NPM1;EIF1;YBX1;SOX4;RPL13A;DHX36;DHX9;CNOT1;DDX1;FMR1;SAMD4B;HNRNPD;APP
25,positive regulation of cellular process (GO:0048522),0.5403773695964922,1.390275696447351,0.011,0.29898487394957984,0.992,16/63,11.68%,LMNA;NPM1;CCND1;PA2G4;NAP1L1;SOX4;ACTN4;CDK4;CCAR1;HMGA2;CITED2;DHX36;C1QBP;CNOT6;BCLAF1;ANKRD17
21,positive regulation of gene expression (GO:0010628),0.5499384431672742,1.4079409097338478,0.012,0.30264812834224597,0.978,25/58,26.09%,ACTB;NPM1;DDX5;SF3B1;SMARCA5;SOX4;DEK;HMGA2;MYBBP1A;CITED2;DHX36;ATF4;DDX21;GSK3B;ID2;SOX9;NFE2L2;SOX11;FMR1;CTCF;POLR2A;MYO1C;MED1;HNRNPD;SP1
7,nucleosome assembly (GO:0006334),0.6389385747885911,1.529675431659075,0.013157894736842105,0.24028235294117647,0.727,7/21,8.45%,NPM1;SMARCA5;NAP1L1;HMGB2;BRD2;ATRX;ANP32B
15,regulation of cell cycle (GO:0051726),0.553609578861702,1.4193419376504277,0.015,0.3757210084033613,0.972,12/45,14.78%,CCND1;HNRNPU;CDK4;HMGA2;MYBBP1A;CITED2;CDK6;JUNB;ANKRD17;PCLAF;ID2;SOX9
12,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)",0.5945425765875327,1.4631954395089473,0.018145161290322582,0.3005538461538461,0.913,16/30,25.96%,DDX5;SF3B1;YBX1;HNRNPU;CCAR1;FUS;PCBP1;SFPQ;NONO;DHX9;NUDT21;POLR2A;CDC5L;SNW1;HNRNPD;YTHDC1
10,"regulation of mRNA splicing, via spliceosome (GO:0048024)",0.6402720241564733,1.5109189316565432,0.018255578093306288,0.21880030557677613,0.794,13/21,25.96%,NCL;DDX5;RBM39;HNRNPU;C1QBP;RBMXL1;ZBTB7A;RBFOX2;THRAP3;FMR1;REST;SNW1;YTHDC1
41,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),0.4861900284038503,1.2794987369040354,0.019,0.4335410964385754,1.0,35/132,16.89%,NCL;ENO1;SET;PA2G4;ID3;ANKRD1;YBX1;HMGA1;HMGB2;RPL13A;CBX5;BASP1;HMGA2;MYBBP1A;CITED2;DHX36;MPHOSPH8;SMARCA4;NCOR1;CTNNB1;FOXP1;SFPQ;NIPBL;BCLAF1;PBXIP1;NONO;KMT5A;GSK3B;ID2;SOX9;CNOT1;ZBTB7A;RBFOX2;CBX3;HES1
34,chromatin remodeling (GO:0006338),0.5230552157266073,1.3322160430801842,0.021,0.3558538295318127,1.0,16/58,16.52%,ACTB;NPM1;SMARCA5;TOP1;CHD4;PBRM1;ATRX;HMGA2;SMARCA4;SMARCC1;CHD3;BPTF;SOX9;ZBTB7A;CBX3;SMARCD1
14,negative regulation of programmed cell death (GO:0043069),0.5655959379905244,1.4212958763374584,0.02404809619238477,0.39334005602240896,0.972,16/37,24.84%,PTMA;NPM1;PA2G4;MTDH;NME2;HMGA2;CITED2;CTNNB1;ANXA5;GSK3B;SOX9;IRAK1;SQSTM1;CDK1;MED1;NFKB1
22,"mRNA splicing, via spliceosome (GO:0000398)",0.5650350767776326,1.4073223454982233,0.025050100200400802,0.29139291194738765,0.978,18/36,25.96%,DDX5;SF3B1;YBX1;HNRNPU;CCAR1;FUS;PCBP1;SFPQ;NONO;DHX9;PRMT5;NUDT21;DDX1;POLR2A;CDC5L;SNW1;HNRNPD;YTHDC1
30,negative regulation of cellular process (GO:0048523),0.5248622758017726,1.3467477104037884,0.027,0.3592440227703985,1.0,19/59,22.48%,LMNA;ENO1;NPM1;SOX4;ACTN1;PBRM1;HMGA1;ANP32B;CDK6;SMARCA4;CTNNB1;RBBP7;SOX11;JADE1;CTBP2;ARID2;CTCF;RBBP4;REST
5,regulation of mRNA stability (GO:0043488),0.6551253794282961,1.5378543405530478,0.029015544041450778,0.28770868347338935,0.697,14/17,32.05%,SET;NPM1;YBX1;HNRNPU;FUS;DHX36;THRAP3;FMR1;SAMD4B;PSMC6;HNRNPD;PSME4;APEX1;AKT1
6,positive regulation of developmental process (GO:0051094),0.6685403881533961,1.531998633099363,0.029045643153526972,0.2643745498199279,0.717,8/15,23.48%,LMNA;PA2G4;BASP1;C1QBP;SOX9;FMR1;REST;RIF1
11,"regulation of gene expression, epigenetic (GO:0040029)",0.5995486853847497,1.471202508301834,0.031155778894472363,0.3015551820728291,0.897,13/29,23.60%,ACTB;SF3B1;SMARCA5;DEK;MYBBP1A;MPHOSPH8;DDX21;RBBP7;AEBP2;CTCF;RBBP4;MYO1C;GPX1
24,protein-DNA complex assembly (GO:0065004),0.5696465273411386,1.3972738497521762,0.03510531594784353,0.292159462184874,0.982,9/30,15.65%,NPM1;SMARCA5;NAP1L1;HMGB2;BRD2;ATRX;ANP32B;SOX9;TCF4
13,gene expression (GO:0010467),0.5892997824292372,1.4243287421015423,0.03640040444893832,0.40970948379351735,0.969,5/25,5.96%,PTMA;TPR;RBM39;HNRNPU;RPL13A
27,mRNA processing (GO:0006397),0.5539941224244876,1.3843639723562473,0.04216867469879518,0.29187803121248496,0.994,17/36,25.96%,DDX5;SF3B1;YBX1;HNRNPU;CCAR1;FUS;PCBP1;SFPQ;NONO;DHX9;NUDT21;TCERG1;POLR2A;CDC5L;SNW1;HNRNPD;YTHDC1
