,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
0,positive regulation of cytokine production (GO:0001819),0.6851539133848479,1.6881759364002422,0.0020639834881320948,0.08541382667964947,0.075,6/16,11.02%,RUNX1;NFKB1;FOXP1;LRRFIP1;CREBBP;APP
1,central nervous system development (GO:0007417),0.6617317965868743,1.649439273612549,0.003054989816700611,0.08442064264849075,0.14,10/19,17.74%,PBX1;ATXN1;MEIS2;ZFHX3;NIPBL;NFIB;PBX3;CHD7;MEIS1;JARID2
2,generation of neurons (GO:0048699),0.6464167119719243,1.5904944812172783,0.009155645981688708,0.1466601752677702,0.298,4/15,10.87%,RUNX1;RUNX2;NAV1;CDK6
5,regulation of canonical Wnt signaling pathway (GO:0060828),0.5909549242788436,1.5199450989043959,0.013238289205702648,0.18390457643622202,0.576,10/20,22.32%,TCF7L2;ZEB2;NFKB1;GLI3;TBL1X;GSK3B;PSME4;WWTR1;MLLT3;EGFR
3,regulation of myeloid cell differentiation (GO:0045637),0.63206090624235,1.557527688471999,0.013415892672858616,0.16735150925024342,0.413,7/16,17.17%,RUNX1;MEIS2;CREBBP;KMT2A;CDK6;KMT2E;MEIS1
19,negative regulation of transcription by RNA polymerase II (GO:0000122),0.4355805193176053,1.2602345208611259,0.017,0.6261032132424538,0.999,38/139,18.17%,RUNX1;HMGA2;ATXN1;NFIX;MEIS2;TCF7L2;CUX1;ZEB1;ZEB2;ZFHX3;ATRX;NFKB1;NIPBL;FOXP1;NCOR1;ETV6;GLI3;LRRFIP1;PHF21A;CREBBP;ARID5B;TBL1X;NFIB;TRPS1;WWOX;ZFPM2;CBX5;TPR;SMARCA4;NSD1;HNRNPU;CNOT1;MTDH;DDX5;NR6A1;EZH2;SFPQ;RREB1
4,regulation of cell differentiation (GO:0045595),0.6341882076021214,1.5526376273289044,0.021784232365145227,0.14421032132424538,0.434,7/15,15.74%,RUNX1;RUNX2;ZFHX3;CREBBP;TRPS1;CDK6;DDX5
7,regulation of transcription initiation from RNA polymerase II promoter (GO:0060260),0.5612557461055514,1.4296194219826748,0.04158215010141988,0.37666504381694255,0.882,4/20,6.58%,TCF7L2;RUNX2;NFKB1;CDK8
30,"regulation of transcription, DNA-templated (GO:0006355)",0.3927559118237415,1.152377200110722,0.043,0.816108929861482,1.0,176/355,44.21%,RUNX1;PBX1;HMGA2;ZBTB20;ATXN1;TCF12;NFIX;MEIS2;RBFOX2;TCF7L2;RUNX2;CUX1;ZFHX4;ZEB1;NFAT5;ZEB2;ZFHX3;ATRX;TEAD1;NFKB1;TCF4;ARID1B;SETD5;NIPBL;FOXP1;NCOR1;ETV6;TCF20;GLI3;LRRFIP1;CREBBP;ZMIZ1;CHD4;JMJD1C;ARID5B;TBL1X;NFIB;TRPS1;KMT2A;PBX3;ZFPM2;NSD3;BBX;CBX5;POLA1;ZBTB38;KMT2E;SMARCC1;SMARCA4;NSD1;TCF7L1;TRERF1;PIAS2;PAX7;BRD4;EBF1;ANKRD1;EHMT1;CHD7;MTDH;THRAP3;DDX5;NSD2;E2F3;NR6A1;DYRK1A;CHD2;HIPK2;FUS;NRF1;MEIS1;EZH2;JARID2;SFPQ;RREB1;SATB2;FOXN3;NCOA2;MED13L;PRDM5;CCAR1;ATAD2;HOXC5;WWTR1;ARID1A;BAZ1B;RFX3;MLLT3;EGFR;BPTF;SMARCA5;LCOR;PHC2;PHF20;HDAC4;SCMH1;WAC;BCLAF1;ARID4B;DDX17;GON4L;MEF2A;NR3C1;NUCKS1;PPARD;ELK3;CLOCK;HIVEP2;SOX4;SPEN;NCOR2;RFX7;GLIS3;BAZ1A;POU2F1;NCOA7;KDM2A;KAT6A;BASP1;BCOR;CBFA2T2;NRG1;CDK17;MED13;PPARG;ZMYND11;PHF12;BTAF1;GTF2IRD1;BRD7;EBF3;TAF15;KLF7;PEX14;GATAD2A;NCOA6;TRIM33;CHD3;TSHZ1;SFMBT1;EP300;RAD21;ELF4;MYBBP1A;NPM1;NR2C2;ATF6;NFX1;KAT6B;CREB3L1;EPC1;HOXC4;MBTD1;NCOA1;CREB5;HMGB1;KDM1A;CHD1;POLR2A;CHD8;PCGF5;RBPJ;SMARCC2;IRF2;CCNT1;HDGF;MED14;SMAD1;TBL1XR1;ATF2;KDM5A;MTF2;UIMC1;PKN1;SMAD2;PRDM2
27,positive regulation of transcription by RNA polymerase II (GO:0045944),0.4059256948946894,1.1889488512402173,0.046,0.722860620392266,1.0,67/202,27.90%,RUNX1;PBX1;HMGA2;MAML3;TCF12;NFIX;MEIS2;MRTFA;TCF7L2;RUNX2;NFAT5;MAML2;ZEB2;ZFHX3;ATRX;TEAD1;NFKB1;TCF4;MLLT10;CDK8;TCF20;GLI3;CREBBP;ZMIZ1;TBL1X;SSBP3;NFIB;KMT2A;WWOX;ZFPM2;APP;ZBTB38;SMARCA4;TRERF1;BRD4;HNRNPU;THRAP3;E2F3;HIPK2;NRF1;MEIS1;ASXL1;SFPQ;RREB1;SATB2;NCOA2;ATAD2;WWTR1;ATAD2B;RFX3;EGFR;BPTF;SMARCA5;HDAC4;INO80;BCLAF1;MRTFB;DDX17;MEF2A;NR3C1;ASXL2;SKI;PPARD;ELK3;CLOCK;TET3;SOX4
