,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
0,regulation of mRNA stability (GO:0043488),0.7312656351690533,2.037845390923597,0.0,0.002983223213782286,0.003,11/16,16.62%,SET;HNRNPU;NPM1;FUS;YBX1;THRAP3;DHX36;HNRNPD;FMR1;PSME4;TAF15
1,regulation of translation (GO:0006417),0.6764642301411901,1.9386620199658815,0.0,0.012927300593056575,0.024,11/20,15.32%,NCL;NPM1;DHX9;CNOT1;YBX1;DHX36;HNRNPD;SOX4;FMR1;EIF1;DDX1
2,"positive regulation of gene expression, epigenetic (GO:0045815)",0.6214288829520824,1.8380792014601917,0.0,0.03513574007343581,0.085,8/24,5.01%,ACTB;SMARCA5;DEK;SF3B1;DDX21;ATAD2;MYBBP1A;BAZ1B
4,nucleosome organization (GO:0034728),0.5556776556498622,1.764860522679073,0.0,0.05767564879979087,0.205,14/37,10.31%,SET;SMARCA5;NPM1;ATRX;NAP1L1;SMARCC1;BRD2;SMARCA4;HMGB2;BPTF;NASP;ANP32B;ANP32E;CTCF
14,positive regulation of gene expression (GO:0010628),0.4895782912154678,1.6363617506137895,0.0,0.09194956883368957,0.646,35/64,33.43%,ACTB;SMARCA5;DDX5;NPM1;HMGA2;DEK;SF3B1;DDX21;MYBBP1A;BAZ1B;DHX36;HNRNPD;SOX4;GSK3B;FMR1;CTCF;MED1;POLR2A;CITED2;DNMT1;NFE2L2;SP1;SOX11;SETX;ATF4;HIF1A;EP300;SRPK2;ETS1;ID2;RBPJ;POLR1A;APP;SMAD1;HCFC1
5,regulation of cell differentiation (GO:0045595),0.5830976387460094,1.7527318348667813,0.0010121457489878543,0.05833858729174248,0.245,15/24,29.73%,DDX5;PURB;PA2G4;CDK6;ANP32B;DDX17;SUZ12;ZFHX3;REST;RUNX2;ATF4;CREBBP;RUNX1;SIX1;ID2
25,regulation of apoptotic process (GO:0042981),0.4596151242936756,1.5251305426601065,0.002,0.16132353225299595,0.939,28/68,25.23%,PTMA;TOP2A;NPM1;ANKRD1;HMGA2;PA2G4;BCLAF1;CCAR1;MTDH;ACTN1;ANP32B;SOX4;GSK3B;ACTN4;ANP32E;MED1;CITED2;CTNNB1;HMGB1;JUN;REST;SETX;RRP1B;ZBTB7A;NFKB1;ATF4;C1QBP;CREBBP
8,ATP-dependent chromatin remodeling (GO:0043044),0.5573287924629998,1.6961163514634865,0.0020242914979757085,0.07877919079358407,0.428,13/29,19.02%,ACTB;SMARCA5;CHD4;PBRM1;SMARCC1;CHD3;SMARCA4;NASP;ANP32E;CHD8;GATAD2B;SMARCAD1;RBBP4
3,chromatin assembly (GO:0031497),0.5979360558796211,1.7780707180846549,0.0020554984583761563,0.06314489135839173,0.183,9/23,10.31%,SMARCA5;NPM1;HMGA2;ATRX;NAP1L1;BRD2;HMGB2;ANP32B;CTCF
6,RNA processing (GO:0006396),0.6244615495185959,1.7343576974938504,0.002074688796680498,0.06406826997218149,0.299,13/17,27.63%,HNRNPU;SF3B1;FUS;RBM39;TCERG1;SFPQ;HNRNPD;DDX17;DICER1;NONO;SETX;NUDT21;SRPK2
