,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
23,regulation of transcription by RNA polymerase II (GO:0006357),0.4295212332549316,1.257299727519624,0.001,0.7204717794469647,1.0,187/433,37.01%,ZBTB20;TCF4;RUNX1;NFIX;ZEB1;TCF12;ZEB2;NCOA1;PAX7;ATRX;NIPBL;TEAD1;NCOR1;ARID5B;FOXP1;JMJD1C;PHF21A;NFIB;MAML3;PBX1;WWOX;CUX1;RREB1;MEF2A;STAT3;ATXN1;BBX;ZFHX4;PEG3;TCF7L2;ZFHX3;DDX5;TRPS1;PURB;ARID1B;DDX17;CHD4;CDK8;KMT2C;CNOT1;CHD2;ARID4B;MEIS2;HDAC4;CREBBP;TSHZ3;BCAS3;WWTR1;TET2;ZHX3;OGT;APP;TBL1X;FOXO1;NFAT5;MLLT10;SREBF2;RLF;SOX4;DCAF6;ZBTB7C;BRD4;KDM5B;NSD1;BPTF;CBX5;MTDH;ATAD2B;THRA;NR6A1;HDAC8;SFPQ;RFX3;MAML2;TPR;KMT2A;SIX1;ZHX2;GATAD2B;NCOA2;KAT6B;HNRNPU;ASXL2;NFKB1;CREB5;PIAS2;FUS;ARNT;TCF25;NFIC;HIVEP2;PHF20;KDM2A;ZMIZ1;PRRX1;RB1;HIPK2;MED13L;KDM3A;KLF3;TCF7L1;RSF1;LRRFIP1;NR3C1;BRD7;MED13;HOXC4;RFX7;KDM1A;NOTCH1;HOXC5;STAT5B;KDM4C;TBL1XR1;KDM7A;N4BP2L2;MECP2;BCLAF1;HOXC6;CLOCK;RCOR1;KLF7;POU2F1;PKNOX2;SMARCC1;RBPJ;HIF1A;PIAS1;EZH1;NR2C2;ENO1;KAT2B;SBNO2;THRAP3;MIER1;TCF20;PRDM2;FOXO3;LCOR;KDM6B;GLIS2;ATF6;KDM3B;AUTS2;ESR1;CREB3L2;CHD8;BCL9L;TET3;RUNX2;EPC1;NCOR2;ASXL1;MRTFB;BRD3;EP300;IKZF2;SMARCA5;NRIP1;ZBTB38;CREBRF;SKI;IRF2;PURA;MRTFA;ETV6;TRIM33;MXI1;JUN;ATF2;RAD21;EGFR;CCNT2;MEIS1;SMAD3;SIRT2;CHD3;DHX36;ARID4A;NCOA6;SMARCC2;CREB1;TFDP2;GLYR1;ARID1A;MGA;KAT6A
0,nervous system development (GO:0007399),0.6753171282342175,1.735531587979593,0.0010080645161290322,0.11996661626052538,0.089,12/26,12.50%,RBFOX2;NAV1;ZEB2;TEAD1;STAT3;ATXN1;MBD5;JARID2;HDAC4;WWTR1;CHD7;SREBF2
1,central nervous system development (GO:0007417),0.6637859167225122,1.661601050511657,0.002028397565922921,0.17490931026219456,0.225,11/21,13.97%,NIPBL;NFIB;PBX1;STAT3;ATXN1;ZFHX3;JARID2;MEIS2;CHD7;SOX4;BPTF
21,positive regulation of transcription by RNA polymerase II (GO:0045944),0.43945353287564637,1.2771641635928612,0.004,0.6889603038491211,1.0,111/224,37.38%,TCF4;RUNX1;NFIX;TCF12;ZEB2;NCOA1;ATRX;TEAD1;NFIB;MAML3;PBX1;WWOX;RREB1;MEF2A;STAT3;PEG3;TCF7L2;ZFHX3;DDX17;CDK8;KMT2C;MEIS2;HDAC4;CREBBP;BCAS3;WWTR1;TET2;OGT;APP;TBL1X;FOXO1;NFAT5;MLLT10;SREBF2;RLF;SOX4;DCAF6;BRD4;BPTF;ATAD2B;THRA;HDAC8;SFPQ;RFX3;MAML2;KMT2A;SIX1;NCOA2;KAT6B;HNRNPU;ASXL2;NFKB1;ARNT;NFIC;ZMIZ1;HIPK2;RSF1;NR3C1;MED13;HOXC4;KDM1A;NOTCH1;STAT5B;TBL1XR1;BCLAF1;CLOCK;KLF7;POU2F1;RBPJ;HIF1A;NR2C2;KAT2B;SBNO2;THRAP3;TCF20;PRDM2;FOXO3;KDM6B;GLIS2;ATF6;AUTS2;ESR1;CHD8;BCL9L;TET3;RUNX2;EPC1;ASXL1;MRTFB;EP300;SMARCA5;NRIP1;ZBTB38;CREBRF;SKI;IRF2;MRTFA;JUN;ATF2;EGFR;CCNT2;MEIS1;SMAD3;SIRT2;DHX36;NCOA6;CREB1;TFDP2;GLYR1;KAT6A;CCNT1
26,"regulation of transcription, DNA-templated (GO:0006355)",0.4274766452100134,1.2442827320541245,0.005,0.6938872071539383,1.0,182/425,37.01%,ZBTB20;TCF4;RUNX1;NFIX;ZEB1;TCF12;RBFOX2;ZEB2;FOXN3;NCOA1;PAX7;ATRX;NIPBL;SETD5;KMT2E;TEAD1;NCOR1;ARID5B;FOXP1;JMJD1C;NFIB;PBX1;CUX1;RREB1;MEF2A;STAT3;ATXN1;BBX;ZFHX4;PEG3;TCF7L2;ZFHX3;DDX5;JARID2;TRPS1;PURB;ARID1B;DDX17;CHD4;CHD2;ARID4B;MEIS2;HDAC4;CREBBP;TSHZ3;WWTR1;NSD3;ZHX3;OGT;CHD7;TBL1X;FOXO1;NFAT5;SREBF2;RLF;SOX4;ZBTB7C;BRD4;UIMC1;MBTD1;KDM5B;NSD1;BPTF;CBX5;MTDH;KDM5A;THRA;NR6A1;SFPQ;RFX3;MLLT3;KMT2A;SIX1;ZHX2;NCOA2;KAT6B;HMG20A;CDK17;NFKB1;CREB5;PIAS2;FUS;ARNT;DYRK1A;NFIC;HIVEP2;PHF20;KDM2A;ZMIZ1;PRRX1;RB1;HIPK2;MED13L;KDM3A;PBXIP1;ZMYND11;KLF3;TCF7L1;RSF1;LRRFIP1;NR3C1;BRD7;MED13;HOXC4;RFX7;KDM1A;NOTCH1;WAC;HOXC5;STAT5B;KDM4C;TBL1XR1;KDM7A;CCAR1;MECP2;BCLAF1;HOXC6;CLOCK;SCMH1;RCOR1;KLF7;POU2F1;PKNOX2;BAZ2A;SMARCC1;RBPJ;HIF1A;PIAS1;NR2C2;ENO1;SBNO2;THRAP3;KDM5C;EHMT1;TCF20;PRDM2;FOXO3;SBNO1;BICRAL;LCOR;GLIS2;ATF6;KDM3B;ESR1;CREB3L2;CHD8;PHC3;RUNX2;EPC1;NCOR2;BRD3;EP300;IKZF2;SMARCA5;ZBTB38;HP1BP3;CREBRF;IRF2;PURA;BICRA;CBFA2T2;ETV6;TRIM33;MXI1;JUN;ATF2;RAD21;EGFR;CCNT2;MEIS1;SMAD3;SIRT2;CHD3;DHX36;ARID4A;NCOA6;SMARCC2;CREB1;TFDP2;ARID1A;MGA;KAT6A
25,"positive regulation of transcription, DNA-templated (GO:0045893)",0.4277145328380312,1.248123433961607,0.005,0.7034370886226411,1.0,127/271,37.01%,TCF4;RUNX1;NFIX;TCF12;ZEB2;NCOA1;ATRX;KMT2E;TEAD1;NFIB;MAML3;PBX1;WWOX;RREB1;MEF2A;STAT3;PEG3;TCF7L2;ZFHX3;ARID1B;DDX17;CDK8;KMT2C;MEIS2;HDAC4;CREBBP;BCAS3;WWTR1;NSD3;TET2;OGT;APP;TBL1X;FOXO1;NFAT5;MLLT10;SREBF2;RLF;SOX4;DCAF6;BRD4;NSD1;BPTF;KDM5A;ATAD2B;THRA;HDAC8;SFPQ;RFX3;MLLT3;MAML2;KMT2A;SIX1;NCOA2;KAT6B;HNRNPU;ASXL2;NFKB1;CREB5;ARNT;DYRK1A;NFIC;ZMIZ1;HIPK2;KDM3A;RSF1;NR3C1;BRD7;MED13;HOXC4;KDM1A;NOTCH1;WAC;STAT5B;TBL1XR1;BCLAF1;CLOCK;KLF7;POU2F1;SMARCC1;RBPJ;HIF1A;NR2C2;KAT2B;SBNO2;THRAP3;TCF20;PRDM2;FOXO3;BICRAL;KDM6B;GLIS2;ATF6;AUTS2;ESR1;CREB3L2;CHD8;BCL9L;TET3;RUNX2;EPC1;ASXL1;MRTFB;EP300;SMARCA5;NRIP1;ZBTB38;CREBRF;SKI;IRF2;BICRA;MRTFA;JUN;ATF2;EGFR;CCNT2;MEIS1;SMAD3;SIRT2;DHX36;NCOA6;SMARCC2;CREB1;TFDP2;GLYR1;ARID1A;KAT6A
2,regulation of cell differentiation (GO:0045595),0.636131605454647,1.6266878214859546,0.00508646998982706,0.1794458629779287,0.332,7/20,9.93%,RUNX1;ZFHX3;DDX5;TRPS1;PURB;DDX17;CREBBP
4,histone lysine demethylation (GO:0070076),0.6432824330329252,1.5512468989716288,0.011446409989594173,0.2675557979457432,0.625,12/16,28.80%,JMJD1C;KDM5B;KDM5A;KDM6A;KDM2A;KDM3A;KDM1A;KDM4C;KDM7A;KDM5C;KDM6B;KDM3B
3,positive regulation of cellular catabolic process (GO:0031331),0.6506133866146816,1.5705676265426884,0.018518518518518517,0.266900518109026,0.532,10/15,28.68%,ZBTB20;GSK3B;CNOT1;APP;FOXO1;MTDH;ARNT;HIF1A;FOXO3;ATF6
31,"negative regulation of transcription, DNA-templated (GO:0045892)",0.41613334523436263,1.2152271441915816,0.021,0.6980620491335927,1.0,106/235,36.40%,RUNX1;NFIX;ZEB1;RBFOX2;ZEB2;FOXN3;NIPBL;NCOR1;ARID5B;FOXP1;PHF21A;WWOX;CUX1;RREB1;MEF2A;STAT3;ATXN1;PEG3;TCF7L2;ZFHX3;DDX5;JARID2;TRPS1;CNOT1;MEIS2;HDAC4;CREBBP;TSHZ3;ZHX3;TBL1X;FOXO1;SREBF2;UIMC1;MBTD1;NSD1;BPTF;CBX5;MTDH;THRA;NR6A1;HDAC8;SFPQ;RFX3;TPR;ZHX2;GATAD2B;KAT6B;HNRNPU;NFKB1;TCF25;NFIC;KDM2A;RB1;PBXIP1;ZMYND11;RSF1;LRRFIP1;NR3C1;BRD7;KDM1A;NOTCH1;TBL1XR1;N4BP2L2;MECP2;BCLAF1;CLOCK;SCMH1;RCOR1;KLF7;POU2F1;RBPJ;EZH1;NR2C2;ENO1;SBNO2;KDM5C;MIER1;EHMT1;PRDM2;FOXO3;LCOR;GLIS2;ESR1;CHD8;PHC3;RUNX2;EPC1;NCOR2;EP300;NRIP1;ZBTB38;SKI;IRF2;PURA;CBFA2T2;ETV6;TRIM33;MXI1;JUN;SMAD3;SIRT2;CHD3;ARID4A;SMARCC2;CREB1;TFDP2
5,regulation of myeloid cell differentiation (GO:0045637),0.6123063298694822,1.5161171068316917,0.023760330578512397,0.3278079388295308,0.755,6/17,9.93%,RUNX1;KMT2E;PURB;KMT2C;MEIS2;CREBBP
29,negative regulation of transcription by RNA polymerase II (GO:0000122),0.4210903629903672,1.2236564206683507,0.034,0.708407909632531,1.0,77/175,35.17%,RUNX1;NFIX;ZEB1;ZEB2;ATRX;NIPBL;NCOR1;ARID5B;FOXP1;PHF21A;NFIB;WWOX;CUX1;RREB1;MEF2A;STAT3;ATXN1;PEG3;TCF7L2;ZFHX3;DDX5;TRPS1;CNOT1;MEIS2;HDAC4;CREBBP;TBL1X;SREBF2;NSD1;BPTF;CBX5;MTDH;THRA;NR6A1;HDAC8;SFPQ;TPR;ZHX2;GATAD2B;HNRNPU;NFKB1;TCF25;NFIC;RB1;LRRFIP1;NR3C1;KDM1A;NOTCH1;TBL1XR1;N4BP2L2;MECP2;KLF7;RBPJ;EZH1;NR2C2;ENO1;MIER1;PRDM2;FOXO3;LCOR;GLIS2;ESR1;CHD8;EPC1;NCOR2;EP300;NRIP1;SKI;IRF2;PURA;ETV6;TRIM33;MXI1;JUN;SMAD3;SIRT2;CHD3
6,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),0.6013693303355014,1.4600552970937757,0.05439330543933055,0.5095340796275376,0.902,6/16,11.76%,RBFOX2;STAT3;WASF2;GSK3B;ACTB;FOXO1
9,negative regulation of Wnt signaling pathway (GO:0030178),0.5574555634213892,1.395622094036945,0.054414784394250515,0.6280605204227505,0.982,6/18,15.81%,WWOX;TCF7L2;PSME4;GSK3B;WWTR1;MLLT3
8,regulation of signal transduction (GO:0009966),0.5756717590247846,1.4008314749927933,0.05527123848515865,0.6708497336921443,0.976,6/17,12.50%,RUNX1;CREBBP;WWTR1;OGT;APP;SREBF2
7,"regulation of mRNA splicing, via spliceosome (GO:0048024)",0.5884144114111016,1.4178562055621393,0.05753138075313807,0.6543977292446516,0.957,10/15,29.78%,RBFOX2;RBM39;DDX5;DDX17;FAM172A;HNRNPU;NCL;THRAP3;SRPK2;YTHDC1
10,regulation of primary metabolic process (GO:0080090),0.5408761231411936,1.3806336564377357,0.07222787385554426,0.6433656578677526,0.99,8/21,16.91%,NCOA1;NCOR1;CHD9;PSME4;CREBBP;TBL1X;SREBF2;NCOA2
12,cellular response to cytokine stimulus (GO:0071345),0.5175378434003329,1.3418991457920377,0.0755287009063444,0.7319747193814474,0.998,14/29,27.57%,ZEB1;STAT3;GSK3B;FOXO1;NFAT5;TPR;HNRNPU;NFKB1;PIK3CA;STAT5B;POU2F1;HIF1A;SBNO2;FOXO3
13,positive regulation of signal transduction (GO:0009967),0.5254314464000911,1.3406373603092885,0.07692307692307693,0.6868196794074976,0.999,15/24,32.48%,MAML3;STAT3;MBD5;CREBBP;MAML2;ASXL2;ARNT;ZMIZ1;NOTCH1;RBPJ;HIF1A;KAT2B;ASXL1;EP300;SKI
14,regulation of canonical Wnt signaling pathway (GO:0060828),0.506366407597137,1.324234590908164,0.08796764408493428,0.7248403116917458,0.999,9/26,17.89%,ZEB2;TCF7L2;PSME4;GSK3B;WWTR1;TBL1X;SOX4;MLLT3;NFKB1
11,RNA processing (GO:0006396),0.5725969394328603,1.3692682342636597,0.09345794392523364,0.6448625675180621,0.996,7/15,18.50%,RBM39;ATXN1;DDX17;SFPQ;SF3B1;HNRNPU;FUS
36,positive regulation of nucleic acid-templated transcription (GO:1903508),0.4078363739556895,1.1673407081083402,0.108,0.7914854044406091,1.0,59/126,37.01%,TCF4;RUNX1;NCOA1;KMT2E;TEAD1;NFIB;RREB1;STAT3;ZFHX3;ARID1B;HDAC4;CREBBP;NSD3;TBL1X;FOXO1;RLF;SOX4;BRD4;NSD1;KDM5A;RFX3;MLLT3;KMT2A;SIX1;KAT6B;NFKB1;CREB5;DYRK1A;ZMIZ1;HIPK2;KDM3A;RSF1;BRD7;MED13;NOTCH1;WAC;TBL1XR1;CLOCK;SMARCC1;HIF1A;THRAP3;FOXO3;BICRAL;GLIS2;ESR1;CREB3L2;CHD8;RUNX2;EPC1;EP300;BICRA;JUN;EGFR;SMAD3;NCOA6;SMARCC2;CREB1;ARID1A;KAT6A
16,regulation of lipid metabolic process (GO:0019216),0.5157390406396375,1.2939616152300768,0.13021363173957273,0.7930368557844815,1.0,7/20,16.91%,NCOA1;NCOR1;CHD9;CREBBP;TBL1X;SREBF2;NCOA2
15,heart development (GO:0007507),0.5335089723459009,1.3006352274332074,0.1444906444906445,0.8027808076551227,1.0,9/16,28.31%,NIPBL;MEF2A;CHD7;SOX4;KDM6A;TCF25;NOTCH1;KAT2B;KDM6B
19,protein-DNA complex assembly (GO:0065004),0.5133203548000098,1.283920623932852,0.14681724845995894,0.7253443731046052,1.0,5/18,21.57%,TCF4;ATRX;PSME4;KAT6B;RSF1
20,regulation of macromolecule metabolic process (GO:0060255),0.5152146082166031,1.28175520615509,0.15408479834539815,0.700069293688372,1.0,9/18,28.31%,FOXP1;PEG3;APP;KDM6A;HMG20A;AFF1;HIF1A;PRDM2;KDM6B
17,regulation of Notch signaling pathway (GO:0008593),0.5395180480353707,1.2936809914302352,0.15513626834381553,0.7504914369239216,1.0,11/15,34.56%,MAML3;STAT3;CREBBP;SREBF2;MAML2;ZMIZ1;NOTCH1;RBPJ;KAT2B;EP300;EGFR
22,positive regulation of cytokine production (GO:0001819),0.502898137065746,1.25924992614198,0.15517241379310345,0.7421537254377845,1.0,9/22,25.74%,RUNX1;FOXP1;STAT3;CREBBP;APP;NFKB1;ARNT;LRRFIP1;HIF1A
18,generation of neurons (GO:0048699),0.5294104250635436,1.2875196733681766,0.15647668393782382,0.7432518180351346,1.0,2/16,1.35%,RUNX1;NAV1
30,negative regulation of apoptotic process (GO:0043066),0.4613030722679694,1.2197798006484089,0.16016016016016016,0.7014583661533024,1.0,12/34,22.79%,PAX7;GSK3B;FOXO1;BABAM2;MTDH;SFPQ;SIX1;PTMA;NFKB1;PIK3CA;RB1;NOTCH1
24,gene expression (GO:0010467),0.4994671587071555,1.2523124483275125,0.16396761133603238,0.7122186139137476,1.0,10/20,30.39%,RBM39;MEF2A;ATXN1;DDX17;TPR;HNRNPU;PTMA;BAZ2A;YTHDC1;EPC1
32,chromatin remodeling (GO:0006338),0.4335255212074356,1.1915856895412025,0.179,0.774238330151962,1.0,24/51,29.41%,ATRX;JARID2;TOP1;ARID1B;CHD4;PBRM1;HDAC4;ACTB;KDM5B;BPTF;KDM5A;KDM6A;GATAD2B;RB1;RSF1;KDM4C;BAZ2A;SMARCC1;EZH1;KAT2B;KDM5C;KDM6B;ESR1;CHD8
27,negative regulation of canonical Wnt signaling pathway (GO:0090090),0.4896521768488167,1.22909494711784,0.18415637860082304,0.7354256013617921,1.0,5/18,15.81%,TCF7L2;PSME4;GSK3B;WWTR1;MLLT3
28,negative regulation of programmed cell death (GO:0043069),0.48621267001689605,1.2273927551618804,0.19576185671039353,0.7170186690784112,1.0,7/22,17.89%,PAX7;GSK3B;FOXO1;BABAM2;MTDH;PTMA;NFKB1
34,positive regulation of intracellular signal transduction (GO:1902533),0.45402738000272536,1.1728033793779762,0.24169184290030213,0.811999730852454,1.0,13/25,35.29%,TCF7L2;ANKRD17;APP;NFAT5;BRD4;MTDH;PIK3CA;BCLAF1;MIER1;ESR1;EP300;EGFR;DHX36
37,phosphorylation (GO:0016310),0.4341426525329747,1.1650167809376197,0.24549098196392785,0.7799952420777768,1.0,11/31,21.20%,STAT3;TOP1;CDK8;GSK3B;APP;CDK17;PIK3CA;DYRK1A;TLK2;HIPK2;CDK19
33,regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893),0.4988714237068422,1.1914989116122015,0.25773195876288657,0.7519706759721169,1.0,4/15,6.74%,TEAD1;NFIB;STAT3;DDX5
38,negative regulation of macromolecule metabolic process (GO:0010605),0.4514285325131749,1.1587201993329752,0.26310483870967744,0.7846555993510553,1.0,9/22,29.17%,RUNX1;FOXP1;APP;NFKB1;RB1;NOTCH1;MECP2;HIF1A;ESR1
35,positive regulation of Wnt signaling pathway (GO:0030177),0.47787969808461583,1.170864011717954,0.28186528497409324,0.7976211790262708,1.0,6/15,23.65%,ZEB2;PSME4;TBL1X;SOX4;NFKB1;TBL1XR1
45,regulation of cell population proliferation (GO:0042127),0.3906184641506456,1.0977514035995521,0.29,0.8973608091712593,1.0,29/69,35.05%,RUNX1;RBFOX2;STAT3;TCF7L2;LMNA;PBRM1;MEIS2;HDAC4;WWTR1;APP;ARID2;SOX4;ZBTB7C;SIX1;BRD7;NOTCH1;STAT5B;KDM4C;CCAR1;MECP2;PIAS1;KAT2B;SRPK2;HP1BP3;SKI;JUN;EGFR;MEIS1;SIRT2
39,regulation of autophagy (GO:0010506),0.4612509005447879,1.1438990223585053,0.2926078028747433,0.8262826710296901,1.0,10/19,35.05%,STAT3;GSK3B;FOXO1;SREBF2;MTDH;TLK2;FOXO3;ATF6;EP300;SIRT2
43,chromatin organization (GO:0006325),0.40180084228822466,1.1082825526854914,0.294,0.8944111533541117,1.0,27/58,31.99%,ATRX;SETD5;JARID2;TOP1;PBRM1;HDAC4;KDM5B;BPTF;KDM5A;HDAC8;KDM6A;HMG20A;RB1;TCF7L1;RSF1;SETD2;KDM4C;BAZ2A;SMARCC1;EZH1;KAT2B;KDM5C;EHMT1;KDM6B;ESR1;SMARCA5;HP1BP3
40,cellular response to hormone stimulus (GO:0032870),0.46830876727321824,1.1423945709574865,0.3141091658084449,0.8126453509756845,1.0,6/17,23.16%,NCOA1;STAT3;BCAS3;NCOA2;NR3C1;STAT5B
42,positive regulation of cell differentiation (GO:0045597),0.42291535055030316,1.1091392339696542,0.31955645161290325,0.9112023661484423,1.0,7/31,17.89%,TCF4;ZEB1;MEF2A;WWTR1;ZHX3;ASXL2;NFKB1
41,positive regulation of multicellular organismal process (GO:0051240),0.4272526986714328,1.1227412614364587,0.32028112449799195,0.874138501595801,1.0,14/31,29.53%,GNAS;RREB1;WWTR1;OGT;THRA;RFX3;SIX1;KDM3A;KDM1A;NR2C2;ENO1;EHMT1;KDM6B;BCL9L
50,regulation of cellular macromolecule biosynthetic process (GO:2000112),0.3794232423759389,1.0631638234742722,0.332,0.9439192387003802,1.0,40/100,32.72%,FOXN3;ATRX;JMJD1C;RREB1;STAT3;ATXN1;ZFHX3;ANKRD17;CREBBP;WWTR1;NSD3;CHD7;APP;SOX4;NSD1;SFPQ;RFX3;SIX1;NCOA2;KAT6B;HMG20A;FUS;RB1;TCF7L1;NR3C1;NOTCH1;CCAR1;CLOCK;BAZ2A;HIF1A;NR2C2;SBNO2;PRDM2;FOXO3;SBNO1;ESR1;EP300;ZBTB38;HP1BP3;IRF2
44,regulation of protein phosphorylation (GO:0001932),0.4596681089350274,1.1027998504021361,0.35669456066945604,0.8969604821361186,1.0,4/15,13.85%,WWTR1;APP;BRD4;NSD1
47,negative regulation of gene expression (GO:0010629),0.39987103956441067,1.0871045384604805,0.35835835835835833,0.9031730390496101,1.0,16/42,30.51%,RUNX1;NCOR1;FOXP1;JARID2;CNOT1;APP;NFKB1;RB1;NOTCH1;NCL;MECP2;HIF1A;KAT2B;ESR1;EPC1;NCOR2
46,"positive regulation of gene expression, epigenetic (GO:0045815)",0.44173745466009584,1.0907793782234212,0.3779608650875386,0.9066670604921165,1.0,9/17,36.76%,ARID1B;ACTB;ATAD2B;SF3B1;ZMIZ1;KAT2B;EP300;SMARCA5;ARID1A
49,positive regulation of cell population proliferation (GO:0008284),0.39543581327066873,1.0650521533702224,0.387,0.955579464042242,1.0,17/37,34.80%,FOXP1;TCF7L2;MEIS2;HDAC4;WWTR1;SOX4;HNRNPU;KDM1A;NOTCH1;KDM4C;CCAR1;MECP2;RBPJ;SRPK2;LAMC1;EGFR;MEIS1
48,cellular component assembly (GO:0022607),0.44470227664354145,1.0826678711486124,0.38883143743536713,0.902516816240862,1.0,13/15,52.57%,TEAD1;CREBBP;ACTB;VMP1;KMT2A;LAMC1;ADD1;RAD21;HES1;PEX14;MITF;RBBP4;YAP1
51,transcription initiation from RNA polymerase II promoter (GO:0006367),0.3902070362596873,1.05710112141384,0.394,0.9504659548785581,1.0,17/46,30.51%,TEAD1;NCOR1;MAML3;CREBBP;WWTR1;TBL1X;THRA;NR6A1;MAML2;NR3C1;NOTCH1;TBL1XR1;RBPJ;NR2C2;KAT2B;ESR1;NCOR2
